,NAME,DEVELOPER,PUBLISHER,BASE PRICE,SUCCESS,Action,Adventure,Casual,Early Access,Free to Play,Indie,Massively Multiplayer,Movie,RPG,Racing,Simulation,Sports,Strategy,LAN Co-op,Online Co-op,Online PvP,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,NEGATIVE REVIEWS,POSITIVE REVIEWS,TOTAL REVIEWS,ALL TIME PEAK,positive_review_rate,peak_ratio,log_negative_reviews,log_positive_reviews,log_total_reviews,log_all_time_peak
2071,Medieval Dynasty,Render Cube,Toplitz Productions,34.99,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3401,34179,37580,31057,0.909499733901011,0.136297775058763,8.13211877295581,10.4393959566696,10.5342538825123,10.3436117031291
2072,Dominion,Temple Gates Games,Temple Gates Games,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,192,1134,1326,845,0.855203619909502,0.49112426035503,5.26269018890489,7.0343879299155,7.19067603433221,6.74051935960622
2073,CHRONO CROSS: THE RADICAL DREAMERS EDITION,"Square Enix,D4Enterprise Co.,Ltd.",Square Enix,19.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,713,1105,1818,2200,0.607810781078108,0.0177272727272727,6.57088296233958,7.00850518208228,7.50604217851812,7.69666708152646
2074,Frozenheim,Paranoid Interactive,"Untold Tales,Hyperstrange",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,916,2211,3127,1001,0.707067476814839,0.034965034965035,6.82110747225646,7.70165236264223,8.0481491016652,6.90975328164481
2075,Wild Terra 2: New Lands,Juvty Worlds,Juvty Worlds,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,619,885,1504,1514,0.58843085106383,0.0614266842800528,6.42971947803914,6.78671695060508,7.31654817718298,7.32317071794347
2076,NIMBY Rails,Weird and Wry,Weird and Wry,18.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,167,1471,1638,824,0.898046398046398,0.269417475728155,5.12396397940326,7.29437729928882,7.40184157874383,6.71538338633468
2077,Ember Knights,Doom Turtle,Twin Sails Interactive,19.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,288,4145,4433,3065,0.935032709226258,0.0861337683523654,5.66642668811243,8.32989929299572,8.39705739017626,8.02812905943176
2078,King's Bounty II,Fulqrum Games,"Fulqrum Publishing,Prime Matter,方块游戏 (China)",39.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1819,3071,4890,5919,0.6280163599182,0.0081094779523568,7.50659178007084,8.03008409426756,8.49515206053936,8.68609172787805
2079,Unpacking,Witch Beam,Humble Games,19.99,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2031,26034,28065,2039,0.927632282202031,0.137322216772928,7.61677580869837,10.167197065597,10.2423141583111,7.62070508683826
2080,Vault of the Void,Spider Nest Games,Spider Nest Games,17.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,163,2221,2384,963,0.931627516778524,0.0623052959501558,5.0998664278242,7.70616297019958,7.77695440332244,6.87109129461055
2081,Internet Cafe Simulator,Cheesecake Dev,Cheesecake Dev,9.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2538,6801,9339,1031,0.728236427883071,0.0397672162948594,7.83952558170468,8.82497196556714,9.14206153122289,6.93925394604151
2082,Bear and Breakfast,Gummy Cat,Armor Games Studios,19.99,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,407,3735,4142,2983,0.901738290680831,0.0184378142809252,6.01126717440416,8.22577079934873,8.3291754420774,8.00101996132365
2083,Sherlock Holmes Chapter One,Frogwares,Frogwares,44.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,584,2268,2852,1271,0.79523141654979,0.0904799370574351,6.37161184723186,7.72709448477984,7.9561263512135,7.14834574390007
2084,ALTF4,PUMPKIM,PUMPKIM,2.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2076,8377,10453,1159,0.801396728211997,0.0207075064710958,7.63867982387611,9.03336450150698,9.25473995927287,7.05617528410041
2085,Farmer's Life,FreeMind S.A.,"PlayWay S.A.,FreeMind S.A.",19.99,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,229,1432,1661,585,0.862131246237206,0.229059829059829,5.4380793089232,7.26752542782817,7.41577697541539,6.37331978957701
2086,Poker Championship,BBstudio Inc.,BBstudio Inc.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,374,1582,1956,312,0.80879345603272,0.903846153846154,5.92692602597041,7.36707705988101,7.57916796739608,5.74620319054015
2087,Black Book,Morteshka,HypeTrain Digital,24.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,356,4849,5205,1817,0.931604226705091,0.0225646670335718,5.87773578177964,8.48673398393153,8.55756708555451,7.50549227473742
2088,Ghostrunner,"One More Level,3D Realms,Slipgate Ironworks™,All in! Games",505 Games,29.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4966,53410,58376,5033,0.914930793476771,0.0758990661633221,8.51057131510735,10.8857719962441,10.9746772556263,8.52397017569526
2089,ATOM RPG Trudograd,AtomTeam,AtomTeam,10.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,515,3128,3643,1144,0.858632994784518,0.0594405594405594,6.24610676548156,8.04846874366888,8.20083725837985,7.04315991598834
2090,Travellers Rest,Isolated Games,"Isolated Games,IndieArk",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,815,7604,8419,4485,0.903195153818743,0.0958751393534002,6.70441435496411,8.93656120469339,9.03836510723637,8.40871671508015
2091,Monster Prom 2: Monster Camp,Beautiful Glitch,Beautiful Glitch,11.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,171,5367,5538,1153,0.969122426868906,0.0381613183000867,5.14749447681345,8.58821067865152,8.6195692580331,7.05098944706805
2092,OMON Simulator,"Ukrainian Bears,Hideo Milos","United Nations,Putin The Best,Ukrainian Bears",0.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,794,2161,2955,2049,0.731302876480541,0.0014641288433382,6.67834211465433,7.67878899819915,7.99159228206809,7.62559507213245
2093,Adventure Escape Mysteries,Haiku Games Co,Haiku Games Co,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77,537,614,270,0.874592833876222,0.766666666666667,4.35670882668959,6.28785856016178,6.42162226780652,5.6021188208797
2094,Taiji,Matthew VanDevander,Matthew VanDevander,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69,854,923,733,0.925243770314193,0.0954979536152797,4.24849524204936,6.75110146893676,6.82871207164168,6.59850902861452
2095,Total War: WARHAMMER III,"CREATIVE ASSEMBLY,Feral Interactive","SEGA,Feral Interactive",59.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,37005,58528,95533,166519,0.612646938754148,0.142638377602556,10.5188353406417,10.9772776368839,11.4672374840508,12.0228707013089
2096,Black Skylands,Hungry Couch Games,tinyBuild,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,439,2097,2536,1139,0.826892744479495,0.0228270412642669,6.08677472691231,7.64873978895624,7.83873755959928,7.03878354138854
2097,Ready or Not,VOID Interactive,VOID Interactive,49.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19140,141952,161092,55174,0.881185906190252,0.107532533439664,9.85958791024611,11.86325129588,11.9897371169485,10.9182652311249
2098,Senren＊Banka,YUZUSOFT,"HIKARI FIELD,NekoNyan Ltd.",34.99,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,181,19605,19786,2992,0.990852117658951,0.446858288770053,5.2040066870768,9.88359092082167,9.89278043539244,8.0040315078527
2099,SLUDGE LIFE,"Terri Vellmann,Doseone",Devolver Digital,14.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,356,3552,3908,2695,0.908904810644831,0.0033395176252319,5.87773578177964,8.17554759602103,8.27103686579295,7.8995244720322
2100,Hades,Supergiant Games,Supergiant Games,24.99,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3808,242105,245913,37586,0.984514848747321,0.118155696269888,8.2451219664786,12.3971309257665,12.4127371602965,10.5344135249137
2101,The White Door,Rusty Lake,Second Maze,3.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,325,4967,5292,717,0.938586545729403,0.0502092050209205,5.78689738136671,8.51077262361331,8.57414047185799,6.57646956904822
2102,Skul: The Hero Slayer,SOUTHPAW GAMES,NEOWIZ,19.99,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3281,45275,48556,18876,0.932428536123239,0.199353676626404,8.09620827165004,10.7205323697523,10.7904936445828,9.84569952876873
2103,NGU IDLE,4G,4G,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,411,10407,10818,8012,0.962007764836384,0.47690963554668,6.02102334934953,9.25033002019234,9.28905912668757,8.98882050177807
2104,Man of the House,Faerin Games,Faerin Games,19.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,262,2398,2660,1060,0.901503759398496,0.05,5.57215403217776,7.78280726283969,7.88645727097769,6.96696713861398
2105,DOOM 64,"id Software,Nightdive Studios",Bethesda Softworks,4.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,397,6154,6551,951,0.939398565104564,0.0452155625657203,5.98645200528444,8.72502003861855,8.78752562553291,6.85856503479136
2106,The Legend of Bum-Bo,"Edmund McMillen,James Interactive,Ridiculon",Edmund McMillen,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1047,4553,5600,3861,0.813035714285714,0.0064750064750064,6.95463886488099,8.42376124662369,8.63070043220983,8.25894046298846
2107,Dragon Marked For Death,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",39.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,209,731,940,1344,0.777659574468085,0.015625,5.34710753071747,6.59578051396131,6.84694313958538,7.20414929203594
2108,Gas Station Simulator,DRAGO entertainment,"DRAGO entertainment,Movie Games S.A.,HeartBeat Games",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2579,18385,20964,12205,0.876979584048846,0.0359688652191725,7.85554467791566,9.8193447844237,9.95060965960486,9.40968291310444
2109,Aliens: Dark Descent,Tindalos Interactive,Focus Entertainment,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1157,9647,10804,8893,0.892910033320992,0.0296862701000787,7.05444965813294,9.17450591896697,9.28776426894099,9.09313217107064
2110,Wizard with a Gun,Galvanic Games,Devolver Digital,24.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,349,1639,1988,3844,0.824446680080483,0.0158688865764828,5.85793315448346,7.40245152081824,7.59538727885397,8.25452888193974
2111,Yu-Gi-Oh! Legacy of the Duelist : Link Evolution,Other Ocean Emeryville,KONAMI,39.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,680,3153,3833,1219,0.822593268979911,0.178835110746514,6.52356230614951,8.05642676752298,8.25166392360559,7.1066061377273
2112,OMORI,"OMOCAT, LLC","OMOCAT, LLC",19.99,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1604,64205,65809,3107,0.975626434074367,0.191824911490183,7.38087903556412,11.0698519432551,11.0945270814502,8.04173471148754
2113,Gloomwood,"Dillon Rogers,David Szymanski",New Blood Interactive,19.99,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,235,4423,4658,693,0.949549162730786,0.106782106782107,5.46383180502561,8.39479954320217,8.4465561118168,6.5424719605068
2114,Fallout 76,Bethesda Game Studios,Bethesda Softworks,39.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,26359,69847,96206,32858,0.72601500945887,0.232820013390955,10.1796029886164,11.1540767314906,11.4742573990793,10.3999809589919
2115,Horizon Zero Dawn™ Complete Edition,Guerrilla,PlayStation PC LLC,49.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13132,96947,110079,49582,0.880703858138246,0.0978379250534468,9.48288342558516,11.4819300312677,11.6089626531672,10.8114033120281
2116,Book of Travels,Might and Delight,Might and Delight,34.99,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,284,1519,1803,1034,0.842484747642818,0.0299806576402321,5.65248918026865,7.32646561384032,7.49776170062257,6.94215670569947
2117,Steamy Sextet,Belgerum,Belgerum,2.99,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,114,315,429,1441,0.734265734265734,0.0,4.74493212836325,5.75574221358691,6.06378520868761,7.27378631784489
2118,Shadow Empire,VR Designs,Slitherine Ltd.,39.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,155,1054,1209,594,0.871794871794872,0.2003367003367,5.04985600724954,6.96129604591017,7.09837563859079,6.38856140554563
2119,Nebuchadnezzar,Nepos Games,Nepos Games,19.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,315,1264,1579,908,0.800506649778341,0.0308370044052863,5.75574221358691,7.14282740116162,7.36518012602101,6.81234509417748
2120,Hentai Killer,PlatSTUDIO,"PlatSTUDIO,AFBIK Studio",0.99,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,643,2553,3196,2008,0.798811013767209,0.0019920318725099,6.46769872610435,7.84541603659248,8.06996814905984,7.60539236481493
2121,King Arthur: Knight's Tale,NeocoreGames,NeocoreGames,44.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,917,4753,5670,5364,0.838271604938272,0.0374720357941834,6.82219739062049,8.46674164792014,8.64312074801403,8.5876516550648
2122,Pro Wrestling Sim,Pro Wrestling Sim,Pro Wrestling Sim,19.99,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10,334,344,115,0.970930232558139,0.71304347826087,2.39789527279837,5.81413053182507,5.84354441703136,4.75359019110636
2123,Coral Island,Stairway Games,Humble Games,29.99,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1701,12978,14679,15387,0.88412017167382,0.160655098459739,7.43955930913332,9.47108794568776,9.59424130216851,9.64134326387219
2124,Crusader Kings III,Paradox Development Studio,Paradox Interactive,49.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8368,94557,102925,98474,0.918698081127034,0.16311919897638,9.03228968203287,11.456968681824,11.5417655624034,11.4975579878391
2125,Aragami 2,Lince Works,Lince Works,34.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,817,2500,3317,1785,0.753693096171239,0.0509803921568627,6.70686233660275,7.82444593087762,8.10711747075039,7.48773376143644
2126,The Great Ace Attorney Chronicles,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",39.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350,5749,6099,2520,0.942613543203804,0.15952380952381,5.86078622346587,8.6569551337914,8.7160440501614,7.83241092718792
2127,Blazing Sails,Get Up Games,Iceberg Interactive,14.99,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1058,7433,8491,1595,0.875397479684372,0.0539184952978056,6.96508034560141,8.9138193508572,9.04687982282315,7.37525577800975
2128,The Bloodline,Shieldbearer Studios,HOOK,19.99,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,317,1621,1938,1118,0.836429308565531,0.0581395348837209,5.76205138278018,7.39141523467536,7.56992765524265,7.02019070831193
2129,ANIME - World War II,Konnichiwa Games,Konnichiwa Games,1.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,256,1138,1394,777,0.81635581061693,0.0012870012870012,5.54907608489522,7.03790596344718,7.24064969425547,6.65672652417839
2130,Voidtrain,HypeTrain Digital,HypeTrain Digital,29.99,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1054,2919,3973,5713,0.73470928769192,0.0259058288114826,6.96129604591017,7.97933889526233,8.28752842311176,8.65067458279072
2131,Grim Clicker,EvilCharm Games,"EvilCharm Games,Aleksandr Golovkin",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,499,1934,2433,1647,0.794903411426223,0.46448087431694,6.21460809842219,7.56786260546388,7.79729127354747,7.40731771046942
2132,Food Truck Simulator,DRAGO entertainment,"DRAGO entertainment,Movie Games S.A.,HeartBeat Games",19.99,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,355,719,1074,1115,0.669459962756052,0.0224215246636771,5.87493073085203,6.5792512120101,6.98007594056176,7.01750614294126
2133,The Rewinder,MistyMountainStudio,Gamera Games,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,206,5947,6153,1300,0.966520396554526,0.0223076923076923,5.33271879326537,8.69081030758005,8.72485755588199,7.1708884785125
2134,MotoGP™20,Milestone S.r.l.,Milestone S.r.l.,24.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,319,2538,2857,1598,0.888344417220861,0.0193992490613267,5.76832099579377,7.83952558170468,7.95787735848981,7.37713371283395
2135,Hardspace: Shipbreaker,Blackbird Interactive,Focus Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1924,16192,18116,7718,0.893795539854273,0.0379632029023063,7.56268124672188,9.69233432907347,9.80460600297601,8.95144010094985
2136,Punch Club 2: Fast Forward,Lazy Bear Games,tinyBuild,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,464,2385,2849,5509,0.837135837135837,0.0130695225993828,6.14203740558736,7.77737360265786,7.9550742732627,8.61431990214696
2137,Trepang2,Trepang Studios,Team17,29.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,406,6428,6834,1900,0.94059116183787,0.0605263157894737,6.00881318544259,8.76857428414169,8.82981174915805,7.55013534248843
2138,Siege Survival: Gloria Victis,Black Eye Games,Ravenscourt,24.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,313,1142,1455,1340,0.784879725085911,0.0164179104477612,5.74939298590825,7.04141166379481,7.28344822875663,7.20117088328168
2139,DAEMON X MACHINA,Marvelous Inc.,"XSEED Games,Marvelous USA, Inc.,Marvelous",49.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,742,5320,6062,9186,0.877598152424942,0.0058785107772697,6.61069604471776,8.57941653459637,8.70996000607173,9.12554472027147
2140,Teardown,Tuxedo Labs,"Tuxedo Labs,Saber Interactive",29.99,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3778,81662,85440,8221,0.955781835205992,0.301788103637027,8.23721470334949,11.3103563018916,11.3555813582454,9.01456876745782
2141,Barro 2020,SC Jogos,SC Jogos,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,238,1439,1677,1379,0.858079904591532,0.0014503263234227,5.47646355193151,7.27239839257005,7.42535788702715,7.22983877815125
2142,Necesse,Mads Skovgaard,Hooded Horse,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,684,10643,11327,3852,0.939613313322151,0.0877466251298027,6.52941883826223,9.27275163209758,9.3350328159335,8.25660734462616
2143,Marbles on Stream,Pixel by Pixel Studios Inc.,Pixel by Pixel Studios Inc.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,231,1545,1776,584,0.869932432432432,0.327054794520548,5.44673737166631,7.34342622914737,7.48268182815465,6.37161184723186
2144,Valakas Story,Narko Games,Narko Games,0.99,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,279,1291,1570,1041,0.822292993630573,0.0,5.63478960316925,7.16394668434255,7.35946763825562,6.94889722231331
2145,Wayfinder,Airship Syndicate,Digital Extremes,19.99,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9059,8103,17162,24647,0.47214776832537,0.0038138515843713,9.11162439903702,9.00011304592852,9.75051118293664,10.1124510402765
2146,Bleak Faith: Forsaken,Archangel Studios,Archangel Studios,29.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,607,1427,2034,926,0.7015732546706,0.0161987041036717,6.41017488196617,7.26403014289953,7.6182510978767,6.83195356556585
2147,Slapshot: Rebound,Oddshot Games,Oddshot Games,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1441,7603,9044,2364,0.840667846085803,0.231810490693739,7.27378631784489,8.93642970360832,9.1099673978294,7.76853330092603
