,NAME,DEVELOPER,PUBLISHER,BASE PRICE,SUCCESS,Action,Adventure,Casual,Early Access,Free to Play,Indie,Massively Multiplayer,Movie,RPG,Racing,Simulation,Sports,Strategy,LAN Co-op,Online Co-op,Online PvP,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,NEGATIVE REVIEWS,POSITIVE REVIEWS,TOTAL REVIEWS,ALL TIME PEAK,positive_review_rate,peak_ratio,log_negative_reviews,log_positive_reviews,log_total_reviews,log_all_time_peak
298,Game Tycoon 1.5,Sunlight Games,Sunlight Games,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,562,100,662,1514,0.151057401812689,0.0,6.33327962813969,4.61512051684126,6.49677499018586,7.32317071794347
299,Hotline Miami 2: Wrong Number,Dennaton Games,Devolver Digital,14.99,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3382,52290,55672,18882,0.939251329213967,0.0201249867598771,8.12651816878071,10.8645795511148,10.9272505687143,9.84601732538158
300,Broforce,Free Lives,Devolver Digital,14.99,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1666,54125,55791,4285,0.970138552813178,0.0835472578763127,7.41878088275079,10.8990699408847,10.9293857689154,8.36310917603352
301,Darkwood,Acid Wizard Studio,Acid Wizard Studio,14.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,928,16620,17548,1295,0.947116480510599,0.172200772200772,6.83410873881384,9.71842223507111,9.77275224721361,7.16703787691222
302,Murder Miners,JForce Games,JForce Games,2.99,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,855,5384,6239,1742,0.862958807501202,0.0109070034443169,6.75227037614174,8.59137258959049,8.73873546136347,7.46336304552002
303,Depth,Digital Confectioners,Digital Confectioners,19.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3939,28634,32573,10775,0.879071623737451,0.0044547563805104,8.27893600229198,10.262385024828,10.3912697031335,9.2850767180902
304,Guacamelee! Super Turbo Championship Edition,DrinkBox Studios,DrinkBox Studios,14.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,481,5957,6438,2687,0.925287356321839,0.0081875697804242,6.1779441140506,8.69249013327323,8.77012852753818,7.89655270164304
305,Canyon Capers,CrazyMoo Games,Sunset Sugar Studios,6.99,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1052,862,1914,1580,0.450365726227795,0.0,6.95939851213398,6.76041469108343,7.55747290161475,7.36581283720947
306,Z,TickTock Games,Rebellion,6.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,301,934,1235,1066,0.756275303643725,0.0103189493433396,5.71042701737487,6.84054652928869,7.11963563801764,6.97260625130175
307,No Man's Sky,Hello Games,Hello Games,59.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,58885,232314,291199,212321,0.797784333050594,0.0516529217552668,10.983358650385,12.3558494883484,12.5817655953047,12.2658592692655
308,Mordheim: City of the Damned,Rogue Factor,Nacon,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2278,5370,7648,2715,0.702144351464435,0.0629834254143646,7.73149202924568,8.58876938990546,8.94233019932187,7.90691548867859
309,Diehard Dungeon,Tricktale,Tricktale,1.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124,362,486,1142,0.744855967078189,0.0,4.8283137373023,5.89440283426485,6.18826412308259,7.04141166379481
310,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",49.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1954,10460,12414,3851,0.842597067826647,0.169566346403532,7.57814547241947,9.25540933534376,9.42666069794227,8.25634777291802
311,A Story About My Uncle,Gone North Games,Coffee Stain Publishing,14.99,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2357,26198,28555,189049,0.917457538084399,0.0001005030441843,7.76556908109732,10.1734765210818,10.2596223506224,12.1497668093191
312,Skyborn,Dancing Dragon Games,KOMODO,14.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,221,1462,1683,2229,0.868686868686869,0.0008972633467922,5.40267738187228,7.28824440102012,7.42892719480227,7.70975686445416
313,Aragami,Lince Works,Lince Works,19.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1223,11028,12251,1679,0.900171414578402,0.0196545562835021,7.10987946307227,9.30828344630615,9.41344446795267,7.4265490723973
314,Creeper World 3: Arc Eternal,Knuckle Cracker,Knuckle Cracker,14.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,151,4289,4440,3265,0.965990990990991,0.0649310872894334,5.02388052084628,8.36404201192206,8.3986348552921,8.09132127353041
315,Creativerse,Playful Corp.,Playful Corp.,24.99,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6853,24216,31069,10880,0.779426437928482,0.0057904411764705,8.83258770243455,10.0948101448605,10.3439980023871,9.29477342795101
316,Homeworld: Deserts of Kharak,Blackbird Interactive,Gearbox Publishing,49.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1474,6362,7836,7251,0.811893823379275,0.0089642807888567,7.29641326877392,8.75825524323279,8.96661138705286,8.88903257187474
317,The Banner Saga 2,Stoic,Stoic Studio,24.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,347,3070,3417,1892,0.898448931811531,0.0221987315010571,5.85220247977447,8.02975852044082,8.13681086367554,7.54591815120932
318,Stellaris,Paradox Development Studio,Paradox Interactive,39.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18733,142245,160978,68517,0.883630061250606,0.164411751828013,9.83809533376908,11.8653132320853,11.9890292006766,11.134851763454
319,This War of Mine,11 bit studios,11 bit studios,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6705,88992,95697,9343,0.929935107683626,0.145563523493525,8.81075792702617,11.3963129939357,11.4689526785811,9.14248970506801
320,Fearless Fantasy,Enter Skies,tinyBuild,6.99,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,265,813,1078,1486,0.75417439703154,0.0,5.5834963087817,6.70196036600254,6.98378996525813,7.30451594646016
321,SOMA,Frictional Games,Frictional Games,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1562,37162,38724,4015,0.9596632579279,0.0211706102117061,7.35436233042148,10.523068921639,10.5642406652851,8.29804166137157
322,Sid Meier's Starships,Firaxis Games,2K,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1173,1164,2337,3387,0.498074454428755,0.0153528196043696,7.06817200038804,7.0604763659998,7.75705114203201,8.12799505577195
323,100% Orange Juice,Orange_Juice,Fruitbat Factory,6.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1848,23271,25119,3839,0.926430192284725,0.0518364157332639,7.52240023138712,10.055006200175,10.1314196205821,8.25322764558177
324,Hyperdimension Neptunia Re;Birth1,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd.","Idea Factory International, Inc.,IDEA FACTORY Co., Ltd.",14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,646,11221,11867,2224,0.945563326872841,0.0130395683453237,6.4723462945009,9.32563141631092,9.38160098141071,7.70751219460034
325,Strategic War in Europe,Wastelands Interactive,Conglomerate 5,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,96,75,171,1429,0.43859649122807,0.0006997900629811,4.57471097850338,4.33073334028633,5.14749447681345,7.26542972325395
326,Salt and Sanctuary,Ska Studios,Ska Studios,17.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1917,17082,18999,2422,0.899099952629086,0.0367464905037159,7.55903825544338,9.74583909594706,9.85219425814858,7.79276172081653
327,Heroine's Quest: The Herald of Ragnarok,Crystal Shard,Crystal Shard,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,164,1167,1331,1152,0.876784372652141,0.0034722222222222,5.10594547390058,7.06304816338817,7.19443685110033,7.05012252026906
328,BeamNG.drive,BeamNG,BeamNG,24.99,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6365,225728,232093,25683,0.972575648554674,0.628197640462563,8.75872660784204,12.3270904436965,12.3548977410021,10.1536235089139
329,Pixel Puzzles: Japan,Pixel Puzzles,Pixel Puzzles,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,482,2107,2589,3189,0.813827732715334,0.0018814675446848,6.18001665365257,7.65349490966125,7.85941315469358,8.06777619577889
330,Pixel Puzzles: UndeadZ,Pixel Puzzles,Pixel Puzzles,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,244,651,895,3033,0.727374301675978,0.0006594131223211,5.50125821054473,6.48004456192665,6.79794041297493,8.01763715990848
331,Robowars,N-Game Studios,N-Game Studios,3.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,158,130,288,1268,0.451388888888889,0.0,5.06890420222023,4.87519732320115,5.66642668811243,7.14598446771439
332,"Warhammer 40,000: Dawn of War III","Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA,Feral Interactive (Mac),Feral Interactive (Linux)",39.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11164,10110,21274,25587,0.475227977813293,0.0039473169969124,9.32053916427426,9.2213792190914,9.96528795344157,10.14987877057
333,Braveland,Tortuga Team,Tortuga Team,9.99,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,549,2478,3027,216331,0.818632309217047,3.6980368047113e-05,6.30991827822652,7.81561053203519,8.01565761455734,12.2845695436709
334,Gang Beasts,"Boneloaf,Rocket Science",Boneloaf,19.99,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8754,46345,55099,2946,0.841122343418211,0.124915139171758,9.07738024471995,10.7438902673778,10.916904995141,7.98854298273769
335,TerraTech,Payload Studios,Payload Studios,24.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1911,19443,21354,5714,0.910508569822984,0.128281414070704,7.55590509361135,9.87529381816535,9.96904118327557,8.65084957622891
336,Dead Effect,"BadFly Interactive, a.s.","BadFly Interactive, a.s.",4.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,993,2646,3639,1002,0.727122835943941,0.0059880239520958,6.90173720665657,7.8811822022271,8.19973896063079,6.91075078796194
337,Tabletop Simulator,Berserk Games,Berserk Games,19.99,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3740,60085,63825,36793,0.941402271837054,0.182426004946593,8.22710823434815,11.0035321482959,11.0639159098287,10.5130900673857
338,Algo Bot,Fishing Cactus,Plug In Digital,9.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21,123,144,1143,0.854166666666667,0.0,3.09104245335832,4.82028156560504,4.97673374242057,7.04228617193974
339,F1 2015,"Codemasters,Feral Interactive (Linux)","Codemasters,Feral Interactive (Linux)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3164,5428,8592,83968,0.631750465549348,0.0002739138719512,8.05990833457828,8.59951023390545,9.05870319731322,11.3382029620916
340,Metro 2033 Redux,4A Games,Deep Silver,19.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8223,72221,80444,5092,0.897779821987967,0.0956402199528672,9.01481198769495,11.1874999876078,11.2953290000851,8.5356223268846
341,Resident Evil Revelations 2,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",5.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5794,20173,25967,3659,0.776870643509069,0.0434544957638699,8.66475075577385,9.91214992561478,10.1646202897544,8.20521842639541
342,Metro: Last Light Redux,4A Games,Deep Silver,19.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6270,55541,61811,2819,0.898561744673278,0.146151117417524,8.74369111054302,10.9248947702953,11.0318527993536,7.94449216393216
343,Rise of Nations: Extended Edition,"SkyBox Labs,Big Huge Games",Xbox Game Studios,19.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,728,12652,13380,2678,0.94559043348281,0.28790141896938,6.59167373200866,9.44564962018926,9.50159106930499,7.89319886954461
344,METAL GEAR SOLID V: THE PHANTOM PAIN,KONAMI,KONAMI,19.99,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7799,81764,89563,90952,0.912921630584058,0.0210110827689331,8.96187901267768,11.3116045581665,11.4027087325112,11.4180981685589
345,Mini Metro,Dinosaur Polo Club,Dinosaur Polo Club,9.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,553,13996,14549,2101,0.961990514812015,0.0894811994288434,6.31716468674728,9.54659829992065,9.58534627259964,7.6506445514369
346,Actual Sunlight,WZOGI,WZOGI,4.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,147,425,572,1696,0.743006993006993,0.0005896226415094,4.99721227376411,6.05443934626937,6.35088571671474,7.43661726523423
347,The Room,Fireproof Games,Fireproof Games,4.99,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,566,25548,26114,648,0.978325802251666,0.140432098765432,6.34035930372775,10.1483534559227,10.1702651408704,6.47543271670409
348,NOBUNAGA'S AMBITION: Souzou with Power Up Kit,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26,123,149,6856,0.825503355704698,0.0491540256709452,3.29583686600433,4.82028156560504,5.01063529409626,8.83302530728436
349,Fable Anniversary,Lionhead Studios,Xbox Game Studios,34.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1906,11000,12906,6001,0.852316751898342,0.0336610564905849,7.55328660560042,9.30574145673943,9.46552507883519,8.69984802600031
352,ENDLESS™ Legend,AMPLITUDE Studios,SEGA,29.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2741,14543,17284,88785,0.841414024531358,0.0053049501605,7.91644286012226,9.58493381641726,9.75759435235572,11.3939842588933
353,King's Bounty: Dark Side,Fulqrum Publishing,Fulqrum Publishing,12.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433,1197,1630,1271,0.734355828220859,0.0889063729346971,6.07304453410041,7.08840877867539,7.39694860262101,7.14834574390007
354,TransOcean: The Shipping Company,Deck13 Hamburg,astragon Entertainment,24.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,328,889,1217,1277,0.730484798685292,0.0321064996084573,5.79605775076537,6.79122146272619,7.10496544826984,7.15305163493748
355,Rebel Galaxy,Double Damage Games,Double Damage Games,19.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1163,6685,7848,5662,0.851809378185525,0.0074178735429177,7.05961762829138,8.80777106698004,8.96814141412681,8.6417090661138
356,Armello,League of Geeks,League of Geeks,24.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2770,12549,15319,3615,0.819178797571643,0.0309820193637621,7.92696354486298,9.43747594455993,9.63691444329458,8.19312372151207
357,Grey Goo,"Petroglyph,Six Foot","Six Foot,Grey Box",29.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1345,2840,4185,3998,0.678614097968937,0.0027513756878439,7.20489251020467,7.95191138185419,8.33950090300594,8.29379960884682
358,Half-Life 2: Update,"Filip Victor,Valve",Filip Victor,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,459,6799,7258,3151,0.93675943786167,0.024436686766106,6.13122648948314,8.8246778911642,8.88999735728484,8.05579245097777
359,Pillars of Eternity,Obsidian Entertainment,Xbox Game Studios,29.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2719,20308,23027,41787,0.881921222912234,0.007633953143322,7.90838715929004,9.91881941653311,10.0444661457957,10.6403644959574
360,Racer 8,30.06 Studios Ltd,KPL,4.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,728,592,1320,1350,0.448484848484848,0.0,6.59167373200866,6.38519439899773,7.18614430452233,7.2086003379602
361,Chompy Chomp Chomp,Utopian World of Sandwiches,Utopian World of Sandwiches,1.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,166,385,551,2705,0.698729582577132,0.0,5.11799381241676,5.95583736946483,6.31354804627709,7.90322680873073
362,Pressured,Paul Marrable,Funbox Media Ltd,2.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,279,271,550,1699,0.492727272727273,0.0005885815185403,5.63478960316925,5.605802066296,6.31173480915291,7.43838353004431
363,Deponia: The Complete Journey,Daedalic Entertainment,Daedalic Entertainment,29.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,831,5406,6237,13161,0.866762866762867,0.0040270496162905,6.72383244082121,8.595449689382,8.73841489716775,9.48508916901606
364,Card Hunter,The Knights of Unity,The Knights of Unity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,713,4350,5063,5798,0.859174402528145,0.0127630217316316,6.57088296233958,8.37816098272068,8.52991196382401,8.66544076787644
365,Automation - The Car Company Tycoon Game,Camshaft Software Ltd,Camshaft Software Ltd,29.99,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,814,10362,11176,1235,0.927165354330709,0.42834008097166,6.70318811324086,9.24599704918422,9.32161337438561,7.11963563801764
366,Merchants of Kaidan,Forever Entertainment S. A.,Forever Entertainment S. A.,14.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,163,337,500,1694,0.674,0.0005903187721369,5.0998664278242,5.82304589548302,6.21660610108486,7.43543801981455
367,RimWorld,Ludeon Studios,Ludeon Studios,34.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3399,175611,179010,60742,0.98101223395341,0.313061802377268,8.13153071060425,12.0760322949781,12.0952025354487,11.0144071282263
368,Millie,Forever Entertainment S. A.,Forever Entertainment S. A.,3.99,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137,591,728,1689,0.811813186813187,0.0,4.92725368515721,6.38350663488401,6.59167373200866,7.43248380791712
369,Battlepaths,Key17 Games,Digerati,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,266,606,872,1767,0.694954128440367,0.0011318619128466,5.58724865840025,6.4085287910595,6.7719355558396,7.47760424319759
370,Ballistic Overkill,Aquiris Game Studio,Aquiris Game Studio,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1729,5372,7101,1079,0.756513167159555,0.0064874884151992,7.45587668749182,8.58914169072882,8.86813171350303,6.98471632011827
371,Mount Your Friends,Stegersaurus Software Inc.,Stegersaurus Software Inc.,4.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,359,7345,7704,1124,0.953400830737279,0.0062277580071174,5.88610403145016,8.90191122637961,8.94962474775422,7.02553831463852
372,GemCraft - Chasing Shadows,Game in a Bottle,Armor Games Studios,9.99,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,167,3642,3809,1601,0.956156471514833,0.0811992504684572,5.12396397940326,8.20056279700856,8.24538446812075,7.3790081276283
373,The Culling Of The Cows,DL Softworks,DL Softworks,4.99,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,870,2547,3417,1440,0.745390693590869,0.0013888888888888,6.7696419768525,7.84306401669205,8.13681086367554,7.27309259599952
374,Titan Souls,Acid Nerve,Devolver Digital,14.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2560,9582,12142,4309,0.789161587876791,0.0051055929449988,7.84815308619953,9.16774597434376,9.40450815105382,8.36869318309779
375,Zombies on a Plane,Shangri-La Game Studios Ltd,Fulqrum Publishing,4.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,133,149,282,1215,0.528368794326241,0.0008230452674897,4.89783979995091,5.01063529409626,5.64544689764324,7.10332206252611
376,Master of Orion,NGD Studios,Wargaming Labs,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1771,5753,7524,4836,0.764619883040936,0.100496277915633,7.47986413116503,8.65765054411149,8.92598608961708,8.48404997282298
377,The Desolate Hope,Scott Cawthon,Scott Cawthon,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,126,1322,1448,1486,0.912983425414365,0.0094212651413189,4.84418708645859,7.18765716411496,7.27862894232068,7.30451594646016
